id,cluster,area,longitude,latitude,submission,SOC
38,4,centre,118.917183,31.744683,1900-01-01 07:15:10.779125,12.532916025397821
39,16,centre,118.837936,31.889,1900-01-01 07:15:29.617372,12.444255920016028
40,39,centre,118.680248,32.222153,1900-01-01 07:15:34.811196,11.103751411643051
41,22,centre,118.784548,31.987585,1900-01-01 07:16:06.853362,11.381829513486139
42,22,centre,118.792781,31.966091,1900-01-01 07:16:13.419780,13.68725170660964
43,30,suburb,118.888663,32.064282,1900-01-01 07:16:55.025685,16.667622624685677
44,36,centre,118.844457,32.147131,1900-01-01 07:17:05.029730,10.971012757930612
45,30,suburb,118.871552,32.093581,1900-01-01 07:17:15.417322,18.73245118341751
46,26,suburb,118.413,32.045708,1900-01-01 07:17:48.228112,12.318071902648848
47,40,suburb,118.751566,32.260426,1900-01-01 07:17:56.901732,19.616688579428036
48,30,centre,118.805448,32.041832,1900-01-01 07:17:59.624298,10.960984078939632
49,30,suburb,118.893971,32.074039,1900-01-01 07:18:02.427278,15.297604649347278
50,31,suburb,118.960462,32.056762,1900-01-01 07:18:15.979409,18.68280395462004
51,43,suburb,118.790728,32.2993949,1900-01-01 07:18:28.958922,17.364797593837928
52,40,suburb,118.76179,32.255963,1900-01-01 07:18:39.786669,19.381122486966124
53,45,suburb,118.748316,32.394579,1900-01-01 07:19:45.104901,14.151208649677006
54,16,centre,118.8262,31.878815,1900-01-01 07:19:52.095242,14.686512016477016
55,15,centre,118.696617,31.946969,1900-01-01 07:21:44.953057,16.04845519745046
56,22,centre,118.705238,32.005607,1900-01-01 07:22:25.280415,10.391877922543207
57,28,centre,118.621518,32.048113,1900-01-01 07:22:35.252722,11.201965612131689
58,40,centre,118.708776,32.190918,1900-01-01 07:22:45.788005,11.18727718954244
59,34,centre,118.678811,32.143596,1900-01-01 07:22:57.269034,14.1426299451467
60,22,centre,118.740566,32.012549,1900-01-01 07:22:59.257956,16.9247211937002
61,44,suburb,118.805343,32.299892,1900-01-01 07:23:02.081784,15.24050861557987
62,35,centre,118.765167,32.118063,1900-01-01 07:23:24.340882,12.653894909394454
63,23,suburb,118.869646,32.0192059,1900-01-01 07:23:31.159465,11.624755034077456
64,34,centre,118.642913,32.152274,1900-01-01 07:23:46.563651,10.939405107584417
65,26,suburb,118.412495,32.03315,1900-01-01 07:24:47.771286,15.963329437895812
66,26,suburb,118.411784,32.033116,1900-01-01 07:25:02.901908,12.499618346489212
67,26,suburb,118.411784,32.033116,1900-01-01 07:25:17.838991,14.958418649817936
68,26,suburb,118.411784,32.033116,1900-01-01 07:25:20.745631,12.892474845576688
69,26,suburb,118.412495,32.03315,1900-01-01 07:26:40.795975,16.212299033326747
70,26,suburb,118.411784,32.033116,1900-01-01 07:28:23.217744,17.44824954915793
71,37,suburb,119.017863,32.155426,1900-01-01 07:28:24.508162,15.69569134112241
72,37,suburb,119.01759,32.155306,1900-01-01 07:28:59.127875,13.613000437724006
73,34,centre,118.631884,32.154575,1900-01-01 07:31:36.422834,12.48753143519958
74,34,centre,118.631884,32.154575,1900-01-01 07:32:02.174623,15.92041931271839
75,34,centre,118.631884,32.154575,1900-01-01 07:32:27.651248,12.230816326406183
76,26,suburb,118.420567,32.038185,1900-01-01 07:33:51.759103,16.56963370755245
77,34,centre,118.631884,32.154575,1900-01-01 07:33:59.219699,14.471253786176273
78,26,suburb,118.413952,32.045384,1900-01-01 07:34:09.105694,15.328660587046652
79,26,suburb,118.416704,32.042415,1900-01-01 07:34:15.110293,17.452732797777898
80,26,suburb,118.41832,32.041882,1900-01-01 07:34:40.740896,11.68883372838836
81,26,suburb,118.416552,32.041965,1900-01-01 07:34:51.375311,10.152288653702316
82,34,centre,118.631884,32.154575,1900-01-01 07:34:55.423497,16.99479275317504
83,34,centre,118.631884,32.154575,1900-01-01 07:35:06.014101,18.137978197024772
84,34,centre,118.631884,32.154575,1900-01-01 07:35:21.164664,18.811031971111618
85,34,centre,118.631884,32.154575,1900-01-01 07:35:47.280739,18.81735361854853
86,26,suburb,118.41188,32.049416,1900-01-01 07:36:21.647630,17.286998756944413
87,26,suburb,118.411784,32.048983,1900-01-01 07:37:01.465949,13.059647559039343
88,26,suburb,118.411952,32.047767,1900-01-01 07:37:31.282461,18.840884919405084
89,26,suburb,118.413952,32.045384,1900-01-01 07:37:39.041150,10.29564740126206
90,26,suburb,118.411864,32.048049,1900-01-01 07:37:53.620841,15.206856333138148
91,26,suburb,118.411784,32.04905,1900-01-01 07:37:54.083596,11.042647341434355
92,26,suburb,118.411952,32.047767,1900-01-01 07:39:05.896274,14.480628571218936
93,26,suburb,118.411396,32.044768,1900-01-01 07:42:04.028796,19.107665676026116
94,26,suburb,118.411505,32.043568,1900-01-01 07:42:23.444588,13.777159300589958
95,16,centre,118.8404,31.89155,1900-01-01 07:43:23.977162,16.532008198571337
96,16,centre,118.8404,31.89155,1900-01-01 07:43:55.652650,14.31418435433974
97,26,suburb,118.41142,32.04372,1900-01-01 07:44:53.632539,15.792575947174932
98,4,centre,118.93675,31.73385,1900-01-01 07:45:03.711669,13.675618700478966
99,15,centre,118.730666,31.93385,1900-01-01 07:45:20.885516,18.91923355015672
100,46,suburb,118.8064,32.4227,1900-01-01 07:45:21.328187,18.004067053549498
101,22,centre,118.777648,31.994315,1900-01-01 07:46:10.112443,17.03888583540366
102,29,centre,118.742702,32.093848,1900-01-01 07:46:13.280822,19.194826137446736
103,29,centre,118.782651,32.039026,1900-01-01 07:46:50.859048,19.988470065678666
104,22,centre,118.731158,32.009616,1900-01-01 07:46:55.715151,18.68126057368214
105,28,centre,118.625516,32.09245,1900-01-01 07:47:01.034918,16.155595642838442
106,22,centre,118.791463,32.007667,1900-01-01 07:47:05.000429,18.480082293222345
107,28,centre,118.652712,32.08466,1900-01-01 07:47:54.402002,15.691007386145934
108,33,suburb,118.581085,32.132546,1900-01-01 07:47:56.348809,16.734930647035785
109,29,centre,118.774399,32.038235,1900-01-01 07:48:10.088103,10.691669954551381
110,28,suburb,118.601368,32.040088,1900-01-01 07:48:12.101145,18.192605158457326
111,41,suburb,118.82077,32.256031,1900-01-01 07:48:44.839231,16.980465799124733
112,34,centre,118.678606,32.178526,1900-01-01 07:48:45.951260,14.53542682678069
113,22,centre,118.776175,31.989269,1900-01-01 07:49:24.361286,18.663823259286293
114,43,suburb,118.729711,32.270268,1900-01-01 07:49:24.812444,19.408649044174375
115,40,suburb,118.7075,32.229,1900-01-01 07:49:29.061954,11.557967044075038
116,26,suburb,118.437505,32.060265,1900-01-01 07:49:42.044563,12.210005066595013
117,34,suburb,118.593309,32.135827,1900-01-01 07:49:58.150878,11.528502048557334
118,13,suburb,118.475097,31.888134,1900-01-01 07:51:08.989218,12.18155748267808
119,9,centre,118.771211,31.838458,1900-01-01 07:51:15.660095,18.558033423926112
120,28,centre,118.620524,32.071266,1900-01-01 07:51:16.013592,13.599780644783639
121,39,suburb,118.683031,32.2504909,1900-01-01 07:51:25.097562,11.97388262222114
122,29,centre,118.749343,32.104323,1900-01-01 07:51:55.292543,11.716296772614406
123,0,suburb,118.570166,31.781066,1900-01-01 07:51:55.615965,19.58593102986348
124,9,centre,118.760918,31.837623,1900-01-01 07:52:17.376476,10.543379883392536
125,0,suburb,118.561733,31.770016,1900-01-01 07:52:23.032228,12.976241796641382
126,14,centre,118.6492,31.930866,1900-01-01 07:52:24.070652,10.18521794460614
127,40,suburb,118.748741,32.237074,1900-01-01 07:52:27.296189,13.525275316392328
128,26,suburb,118.456887,32.040768,1900-01-01 07:52:43.149440,17.629273380216684
129,36,suburb,118.877767,32.116234,1900-01-01 07:52:50.251343,11.43681041954205
130,32,suburb,119.067406,32.041911,1900-01-01 07:53:09.837574,12.880268293353051
131,17,centre,119.010296,31.928766,1900-01-01 07:53:11.423034,12.239246880603801
132,29,centre,118.799119,32.042557,1900-01-01 07:53:24.132747,19.28081293465591
133,30,centre,118.827999,32.091383,1900-01-01 07:54:00.696651,10.318389295313079
134,35,centre,118.712301,32.14355,1900-01-01 07:54:06.095371,16.214784014997633
135,29,centre,118.798458,32.028141,1900-01-01 07:54:31.923080,12.378928213745086
136,43,suburb,118.708016,32.274434,1900-01-01 07:55:02.204659,17.91283656450487
137,15,centre,118.705232,31.910432,1900-01-01 07:55:53.563526,16.13965955965896
138,36,suburb,118.89336,32.124485,1900-01-01 07:55:54.060099,12.885886788600466
139,28,centre,118.656048,32.088116,1900-01-01 07:56:16.575916,15.89909976354571
140,44,suburb,118.840471,32.318599,1900-01-01 07:56:17.100961,15.922182749826447
141,16,centre,118.803552,31.919116,1900-01-01 07:56:55.869477,13.119449954796018
142,29,centre,118.788215,32.08905,1900-01-01 07:57:11.105430,12.098437489751221
143,22,centre,118.79072,32.009602,1900-01-01 07:57:17.286391,19.443723899839334
144,0,suburb,118.562433,31.769533,1900-01-01 07:57:37.894594,13.840980551084494
145,15,centre,118.79722,31.945551,1900-01-01 07:57:57.646814,14.904588086175671
146,40,centre,118.713519,32.205177,1900-01-01 07:58:05.387197,12.54356481770393
147,17,centre,118.917943,31.916931,1900-01-01 07:58:07.180626,14.344166255581207
148,28,centre,118.66015,32.10785,1900-01-01 07:58:18.390720,16.963434888154595
149,40,suburb,118.756316,32.249916,1900-01-01 07:58:20.641982,18.88033136532694
150,29,centre,118.779155,32.067679,1900-01-01 07:58:32.623209,11.796036775596349
151,22,centre,118.801952,32.011001,1900-01-01 07:58:33.372860,10.672496314632486
152,29,centre,118.741422,32.093735,1900-01-01 07:59:07.499015,14.536968445560454
153,31,suburb,118.971933,32.063164,1900-01-01 07:59:23.595467,15.355501320419
154,27,suburb,118.557601,32.049054,1900-01-01 07:59:28.028629,11.76015211777911
155,22,centre,118.7678,32.01025,1900-01-01 07:59:30.572609,18.96671293040342
156,28,suburb,118.606733,32.082916,1900-01-01 07:59:41.491657,16.231482924522947
157,8,suburb,118.58649,31.81677,1900-01-01 07:59:48.356590,10.289948699816264
158,28,suburb,118.603056,32.081939,1900-01-01 08:00:15.166690,17.18859178508808
159,37,suburb,119.010675,32.14763,1900-01-01 08:00:38.801092,17.926703519503892
160,37,suburb,118.945766,32.116616,1900-01-01 08:01:02.631983,16.13285578601462
161,43,suburb,118.74333,32.296733,1900-01-01 08:01:15.948932,12.084983204879705
162,27,suburb,118.524936,32.037034,1900-01-01 08:01:32.760915,16.36624748208341
163,20,suburb,118.56367,31.982834,1900-01-01 08:01:35.402840,15.651473386031348
164,26,suburb,118.446366,32.059733,1900-01-01 08:01:37.460084,15.470768023064918
165,21,suburb,118.58806,31.99973,1900-01-01 08:01:40.921428,11.19013547208333
166,37,suburb,119.007238,32.140775,1900-01-01 08:01:43.321890,19.11025312830907
167,34,centre,118.68755,32.175433,1900-01-01 08:01:49.762189,12.16896984398474
168,33,suburb,118.5621,32.1177,1900-01-01 08:02:01.552298,12.501587222021389
169,44,suburb,118.834166,32.314986,1900-01-01 08:02:03.034895,15.361814185121025
170,0,suburb,118.569733,31.780966,1900-01-01 08:02:06.163363,17.784029344045006
171,7,suburb,118.549783,31.822768,1900-01-01 08:02:19.871295,17.2644888485734
172,17,centre,118.916679,31.918385,1900-01-01 08:02:22.399322,12.633223767371506
173,22,centre,118.73337,32.028071,1900-01-01 08:02:23.025338,17.583786538361416
174,28,suburb,118.589738,32.060378,1900-01-01 08:02:29.945866,17.023227446203606
175,11,centre,118.958632,31.789033,1900-01-01 08:02:34.595969,13.83463894171898
176,40,suburb,118.726968,32.265049,1900-01-01 08:02:53.025048,15.614162080757035
177,10,centre,118.851487,31.792116,1900-01-01 08:03:01.221027,18.310484552361906
178,40,suburb,118.748448,32.232917,1900-01-01 08:03:30.407316,15.824735736023769
179,15,centre,118.747433,31.923716,1900-01-01 08:03:30.966155,18.726506554473954
180,11,centre,118.951823,31.858749,1900-01-01 08:03:40.553395,17.980468339125636
181,23,centre,118.810784,31.949168,1900-01-01 08:03:46.713828,19.527916569719444
182,20,suburb,118.562968,31.980817,1900-01-01 08:03:47.667549,13.079831073423335
183,3,centre,118.862641,31.788078,1900-01-01 08:04:21.607227,12.155076771135585
184,43,suburb,118.787044,32.284003,1900-01-01 08:04:41.287809,15.171395715537852
185,44,suburb,118.839592,32.316165,1900-01-01 08:04:51.230033,15.416422915626175
186,42,suburb,118.94087,32.201906,1900-01-01 08:04:54.368774,12.651252371212049
187,40,suburb,118.784013,32.251646,1900-01-01 08:05:01.694100,15.151587691813212
188,31,suburb,118.933551,32.044491,1900-01-01 08:05:25.476495,12.872024621277156
189,37,suburb,118.941526,32.143645,1900-01-01 08:05:28.394729,15.592181827752402
190,3,centre,118.865504,31.771634,1900-01-01 08:05:49.941633,17.30855806770158
191,3,centre,118.832352,31.773441,1900-01-01 08:05:58.730177,12.13311977367482
192,21,suburb,118.596685,31.989988,1900-01-01 08:06:06.966919,14.182320863680781
193,0,suburb,118.527916,31.740983,1900-01-01 08:06:19.883525,12.892085121548625
194,21,centre,118.67663,31.949011,1900-01-01 08:06:20.637007,10.256627180545316
195,40,centre,118.703884,32.202628,1900-01-01 08:06:27.612757,14.246854687515063
196,35,centre,118.717568,32.144768,1900-01-01 08:06:41.673051,14.635754243648107
197,22,centre,118.705893,31.980508,1900-01-01 08:06:51.429531,15.867843464581687
198,43,suburb,118.782597,32.27942,1900-01-01 08:06:52.975800,11.206649453842385
199,20,suburb,118.567236,32.005306,1900-01-01 08:06:56.728643,19.99956612757725
200,33,suburb,118.541216,32.180104,1900-01-01 08:07:19.656295,15.480524065767105
201,3,centre,118.862641,31.788078,1900-01-01 08:07:51.250708,11.175318559620331
202,40,suburb,118.746327,32.234663,1900-01-01 08:07:51.361735,19.968824546714416
203,7,suburb,118.579633,31.81115,1900-01-01 08:07:55.597754,17.91393038757776
204,15,centre,118.790583,31.930233,1900-01-01 08:08:13.106423,11.320681063451532
205,15,centre,118.790583,31.930233,1900-01-01 08:08:50.960803,13.960597028072938
206,15,centre,118.778116,31.904933,1900-01-01 08:09:15.962151,11.832798362140785
207,34,centre,118.690023,32.179318,1900-01-01 08:09:20.656424,14.880562806489547
208,34,centre,118.689901,32.179164,1900-01-01 08:09:33.840086,19.404319452528128
209,23,centre,118.828766,32.006036,1900-01-01 08:10:17.326729,17.486636198505472
210,31,suburb,118.945461,32.070251,1900-01-01 08:11:02.747756,11.11872051836466
211,23,suburb,118.909737,32.016134,1900-01-01 08:11:02.790309,17.47784464611123
212,7,suburb,118.569271,31.802488,1900-01-01 08:11:19.612904,16.908741279616567
213,30,centre,118.835072,32.104517,1900-01-01 08:11:27.541488,10.834224354420186
214,30,suburb,118.883456,32.073234,1900-01-01 08:11:47.622801,14.935065517758362
215,29,centre,118.800184,32.086582,1900-01-01 08:11:51.643241,15.844760689557688
216,42,suburb,118.940626,32.190326,1900-01-01 08:11:56.440539,17.703758863024984
217,30,suburb,118.882984,32.055183,1900-01-01 08:12:06.005447,16.221922694904162
218,30,suburb,118.872323,32.095249,1900-01-01 08:12:50.780013,11.583914721013889
219,37,suburb,118.947694,32.138557,1900-01-01 08:12:50.958934,12.567566111986991
220,40,suburb,118.7427,32.239633,1900-01-01 08:13:22.896471,15.668256424901607
221,22,centre,118.757216,32.014533,1900-01-01 08:13:29.698129,12.921475267925489
222,21,centre,118.684999,31.974283,1900-01-01 08:13:37.963967,11.002939422654979
223,2,centre,118.777784,31.77115,1900-01-01 08:13:38.460950,19.295293167921905
224,29,centre,118.757343,32.073636,1900-01-01 08:14:11.713243,17.851529120231376
225,28,suburb,118.611551,32.048198,1900-01-01 08:14:21.331564,15.478740998616793
226,4,centre,118.951864,31.735666,1900-01-01 08:14:21.640539,15.864101661863266
227,10,centre,118.82956,31.826582,1900-01-01 08:14:23.623299,14.85627595934623
228,0,suburb,118.57155,31.787083,1900-01-01 08:14:27.510533,17.658853046993357
229,43,suburb,118.773045,32.269824,1900-01-01 08:14:48.943148,18.206833599615862
230,30,suburb,118.882616,32.064467,1900-01-01 08:15:10.995462,14.519490103695155
231,37,suburb,118.940384,32.18105,1900-01-01 08:15:17.484670,10.556004647692589
232,41,suburb,118.873832,32.210366,1900-01-01 08:15:24.846214,10.462584775666187
233,40,suburb,118.716631,32.230582,1900-01-01 08:15:36.089542,12.257999118904802
234,37,suburb,118.940481,32.145645,1900-01-01 08:16:00.413662,12.201785265565011
235,27,suburb,118.558642,32.102831,1900-01-01 08:16:02.112445,18.38797278399973
236,28,suburb,118.608584,32.067149,1900-01-01 08:16:03.350652,17.50958459349492
237,35,centre,118.707535,32.156867,1900-01-01 08:16:17.444018,18.765052453165907
238,40,centre,118.709315,32.218566,1900-01-01 08:16:29.825914,19.615701545414986
239,36,centre,118.84387,32.137184,1900-01-01 08:16:37.733227,19.493188224156814
240,36,suburb,118.8912,32.15385,1900-01-01 08:16:56.372330,11.071291186813747
241,37,suburb,118.986719,32.125555,1900-01-01 08:17:12.776853,14.517267102533678
242,41,suburb,118.878583,32.203383,1900-01-01 08:17:44.837031,16.234800061046876
243,40,suburb,118.719191,32.242714,1900-01-01 08:17:51.359210,10.014690061423702
244,29,centre,118.697417,32.0383489,1900-01-01 08:18:02.832433,17.992025873523918
245,0,suburb,118.561766,31.769933,1900-01-01 08:18:04.548342,18.941088823934663
246,17,centre,118.964856,31.869297,1900-01-01 08:18:32.696342,18.742879666249472
247,29,centre,118.766578,32.041705,1900-01-01 08:18:43.098941,18.489435553129184
248,43,suburb,118.748967,32.314534,1900-01-01 08:18:51.702513,11.252969830534944
249,9,centre,118.795745,31.867363,1900-01-01 08:19:11.959299,10.132368577588995
250,39,centre,118.647166,32.1978,1900-01-01 08:19:24.755374,11.481408609481651
251,13,suburb,118.518053,31.938253,1900-01-01 08:19:31.121714,10.344312857968141
252,40,suburb,118.760984,32.253566,1900-01-01 08:19:33.059627,19.662208123645
253,42,suburb,118.956274,32.224311,1900-01-01 08:19:42.846371,10.70783896652721
254,20,suburb,118.539667,31.950442,1900-01-01 08:19:55.561127,10.461370197347588
255,30,suburb,118.884847,32.064152,1900-01-01 08:19:55.891240,15.617502294358646
256,40,suburb,118.708133,32.243451,1900-01-01 08:23:02.288495,10.59784435947802
257,40,suburb,118.708133,32.243451,1900-01-01 08:23:11.044109,11.037455429652312
258,40,suburb,118.708133,32.243451,1900-01-01 08:24:31.611477,11.439717323141531
259,40,suburb,118.708133,32.243451,1900-01-01 08:24:44.652923,14.800434326039092
260,40,suburb,118.708133,32.243451,1900-01-01 08:25:15.042875,12.721458712913332
261,40,suburb,118.708133,32.243451,1900-01-01 08:25:41.813835,10.263385591408573
262,40,suburb,118.708133,32.243451,1900-01-01 08:26:34.201010,10.989556512579178
263,40,suburb,118.708133,32.243451,1900-01-01 08:26:47.311469,11.73429713261673
264,40,suburb,118.708133,32.243451,1900-01-01 08:26:56.508314,16.420205167694867
265,40,suburb,118.708133,32.243451,1900-01-01 08:26:59.582347,12.891085199304428
266,40,suburb,118.708133,32.243451,1900-01-01 08:27:22.319994,18.445445475971347
267,40,suburb,118.708133,32.243451,1900-01-01 08:27:40.293813,15.229846652790236
268,40,suburb,118.708133,32.243451,1900-01-01 08:27:42.615705,11.465404615532663
269,34,centre,118.656746,32.178444,1900-01-01 08:34:00.794836,15.57368791323917
270,34,centre,118.656746,32.178444,1900-01-01 08:34:59.896563,17.270442627113283
271,30,centre,118.819116,32.033333,1900-01-01 08:35:09.351364,11.314827992911276
272,34,centre,118.656746,32.178444,1900-01-01 08:35:11.060360,13.015986344809425
273,30,centre,118.819116,32.033333,1900-01-01 08:35:20.179507,14.561405668004797
274,36,suburb,118.905866,32.1221,1900-01-01 08:35:23.019376,15.364265561008477
275,36,suburb,118.905866,32.1221,1900-01-01 08:35:43.794620,14.288983913728057
276,30,centre,118.819116,32.033333,1900-01-01 08:35:54.671749,16.95625445638857
277,36,suburb,118.905866,32.1221,1900-01-01 08:35:55.235600,11.254040137984674
278,36,suburb,118.905866,32.1221,1900-01-01 08:35:58.986125,19.18997076886191
279,34,centre,118.655208,32.177844,1900-01-01 08:36:04.673849,13.799269559001205
280,22,centre,118.718383,32.00795,1900-01-01 08:36:10.669515,17.885455123065185
281,36,suburb,118.9094,32.1239,1900-01-01 08:36:11.222340,14.72455089024803
282,22,centre,118.718383,32.00795,1900-01-01 08:36:12.425352,16.969972417249874
283,26,suburb,118.4122,32.086283,1900-01-01 08:36:33.174442,10.141269550403301
284,26,suburb,118.4122,32.086283,1900-01-01 08:36:48.389868,18.853355518909606
285,22,centre,118.794383,31.9527,1900-01-01 08:36:57.671809,17.77407561848753
286,26,suburb,118.4122,32.086283,1900-01-01 08:36:59.191679,14.12603684559393
287,22,centre,118.717616,32.007916,1900-01-01 08:37:06.681561,13.738131379325615
288,30,suburb,118.8713,32.08005,1900-01-01 08:37:11.269156,18.55102052504438
289,30,suburb,118.864016,32.0852,1900-01-01 08:37:30.101382,17.473509030134444
290,22,centre,118.7174,32.007533,1900-01-01 08:37:33.254380,12.72821902424467
291,34,centre,118.655857,32.176879,1900-01-01 08:37:47.156081,11.970542801856396
292,27,suburb,118.563333,32.09,1900-01-01 08:37:55.428998,10.508597491376712
293,34,centre,118.655857,32.176879,1900-01-01 08:38:05.633660,10.446123012541142
294,22,centre,118.794383,31.9527,1900-01-01 08:38:53.886196,10.769564469866328
295,40,suburb,118.754936,32.258131,1900-01-01 08:39:10.614715,17.062081723958773
296,17,centre,118.921993,31.913735,1900-01-01 08:39:15.832556,13.06810099545196
297,40,suburb,118.735466,32.229599,1900-01-01 08:39:27.970691,10.451765799496428
298,36,centre,118.862872,32.133913,1900-01-01 08:39:41.682581,19.59433340833425
299,22,centre,118.716,31.996684,1900-01-01 08:40:12.799934,10.35362435755491
300,27,suburb,118.542912,32.031784,1900-01-01 08:40:18.011224,14.695568163550368
301,22,centre,118.795086,31.987917,1900-01-01 08:40:29.684690,15.100168523182502
302,23,centre,118.8474,31.956566,1900-01-01 08:40:52.732290,16.81392510603838
303,22,centre,118.779322,32.008075,1900-01-01 08:41:02.487416,11.288605654663202
304,27,suburb,118.525079,32.034034,1900-01-01 08:41:06.436881,14.184069335740222
305,3,centre,118.887679,31.746834,1900-01-01 08:41:17.448186,19.564057227959488
306,31,suburb,118.950623,32.080574,1900-01-01 08:41:23.658969,18.937179295227338
307,34,centre,118.631679,32.184635,1900-01-01 08:41:23.663741,19.03983954928237
308,40,suburb,118.756604,32.2333,1900-01-01 08:41:36.013491,11.795314031935419
309,32,suburb,119.042926,32.063791,1900-01-01 08:41:47.083454,13.816266291686622
310,22,centre,118.794885,31.987209,1900-01-01 08:41:47.208851,14.569114216457658
311,14,suburb,118.611316,31.916916,1900-01-01 08:42:13.334154,18.407336265712708
312,26,suburb,118.458293,32.064246,1900-01-01 08:42:13.562093,14.948151340913789
313,30,suburb,118.88068,32.076886,1900-01-01 08:42:19.781572,11.644326896777859
314,37,suburb,118.956145,32.131855,1900-01-01 08:42:41.696241,18.355456411719434
315,14,centre,118.644583,31.875533,1900-01-01 08:42:51.331501,14.58603961768586
316,40,suburb,118.747887,32.263213,1900-01-01 08:42:57.419295,11.937941570610963
317,21,suburb,118.598328,31.988778,1900-01-01 08:43:25.248274,15.21332668957369
318,22,centre,118.739896,31.959466,1900-01-01 08:43:29.970360,13.99025321703102
319,8,suburb,118.60108,31.85435,1900-01-01 08:43:57.906308,19.647228264676315
320,27,suburb,118.550925,32.032917,1900-01-01 08:44:08.778484,13.190020954461465
321,37,suburb,118.92611,32.131732,1900-01-01 08:44:15.406413,16.90986466652167
322,36,centre,118.830972,32.121769,1900-01-01 08:44:40.286449,16.90025020191227
323,28,centre,118.660515,32.093226,1900-01-01 08:45:16.367862,13.27720401557119
324,48,suburb,118.809086,32.443038,1900-01-01 08:45:26.830054,12.858189541013367
325,33,suburb,118.531968,32.11705,1900-01-01 08:45:39.238334,15.763309264619611
326,34,centre,118.67343,32.170346,1900-01-01 08:45:58.781361,16.360610554471414
327,36,centre,118.842519,32.119267,1900-01-01 08:46:07.015267,11.605388224852565
328,37,suburb,118.9438,32.152049,1900-01-01 08:46:40.787418,12.471451659911352
329,21,centre,118.645733,31.9544,1900-01-01 08:46:54.761951,19.591666030352226
330,23,centre,118.813081,31.964834,1900-01-01 08:47:13.144314,15.90984165323685
331,27,suburb,118.474217,32.0502139,1900-01-01 08:47:45.998557,15.240260945909235
332,34,centre,118.620287,32.1498,1900-01-01 08:48:11.643621,14.57223453353857
333,20,suburb,118.522472,32.003518,1900-01-01 08:48:12.066095,17.813408967587968
334,20,suburb,118.582671,32.008151,1900-01-01 08:48:15.663208,19.747446050002132
335,28,suburb,118.605861,32.059395,1900-01-01 08:49:30.357972,18.661700552572064
